description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Convert superior quality armor to unique	0			100	18	361	0		2	armo,hiq,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Convert magic quality armor to unique	0			100	18	361	0		2	armo,mag,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Convert rare quality armor to unique	0			100	18	361	0		2	armo,rar,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Convert normal quality weapon to unique	0			100	18	361	0		2	weap,nor,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Convert superior quality weapon to unique	0			100	18	361	0		2	weap,hiq,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Convert magic quality weapon to unique	0			100	18	361	0		2	weap,mag,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Convert rare quality weapon to unique	0			100	18	361	0		2	weap,rar,eli	"dvo,qty=1"						usetype,uni,noe	99			dye	100		3	3																																																																															0
Divine Orb + 5 jewel fragments = random unique regular jewel	0			100					2	"dvo,qty=1"	"jewf,qty=5"						jew,uni	85																																																																																						0
Divine Orb + magic mythical jewel = random unique mythical jewel	0			100					2	"dvo,qty=1"	mjw,mag						mjw,uni	87																																																																																						0
3x Divine Orb + magic ornate charm = random unique ornate charm	0			100					2	"dvo,qty=3"	cm4,mag						cm4,uni	87																																																																																						0
																																																																																																								0
DIVINE ORB - QUIVERS																																																																																																								0
White Elite Arrows	0			100					2	aqv3,nor	"dvo,qty=1"						usetype,uni	99			dye	100		3	3																																																																															0
Magic Elite Arrows	0			100					2	aqv3,mag	"dvo,qty=1"						usetype,uni	99			dye	100		3	3																																																																															0
Rare Elite Arrows	0			100					2	aqv3,rar	"dvo,qty=1"						usetype,uni	99			dye	100		3	3																																																																															0
White Elite Bolts	0			100					2	cqv3,nor	"dvo,qty=1"						usetype,uni	99			dye	100		3	3																																																																															0
Magic Elite Bolts	0			100					2	cqv3,mag	"dvo,qty=1"						usetype,uni	99			dye	100		3	3																																																																															0
Rare Elite Bolts	0			100					2	cqv3,rar	"dvo,qty=1"						usetype,uni	99			dye	100		3	3																																																																															0
																																																																																																								0
DIVINE ORB RINGS ROLLING																																																																																																								0
																																																																																																								0
DIVINE ORB RINGS ROLLING - PHASE 1																																																																																																								0
Divine Orb + Magic Ring roll	0	2		100	18	361	0		2	ring,mag	"dvo,qty=1"						useitem	99			corruptnum	100		6000	6008																					"dvo,qty=1"																																																										0
Divine Orb + Rare Ring roll	0	2		100	18	361	0		2	ring,rar	"dvo,qty=1"						useitem	99			corruptnum	100		6000	6008																					"dvo,qty=1"																																																										0
																																																																																																								0
DIVINE ORB RINGS OUTCOME - PHASE 2																																																																																																								0
The Stone of Jordan	0			100	16	361	6000		2	ring,mag	"dvo,qty=1"						The Stone of Jordan	99																																																																																						0
Bul Katho's Wedding Band	0			100	16	361	6001		2	ring,mag	"dvo,qty=1"						Bul Katho's Wedding Band	99																																																																																						0
Nature's Peace	0			100	16	361	6004		2	ring,mag	"dvo,qty=1"						Nature's Peace	99																																																																																						0
Constricting Loop	0			100	16	361	6005		2	ring,mag	"dvo,qty=1"						Constricting Ring	99																																																																																						0
Wisp Projector	0			100	16	361	6006		2	ring,mag	"dvo,qty=1"						Wisp	99																																																																																						0
Deaths Poise	0			100	16	361	6007		2	ring,mag	"dvo,qty=1"						Deaths Poise	99																																																																																						0
Call of the Brotherhood	0			100	16	361	6008		2	ring,mag	"dvo,qty=1"						Call of the Brotherhood	99																																																																																						0
																																																																																																								0
The Stone of Jordan	0			100	16	361	6000		2	ring,rar	"dvo,qty=1"						The Stone of Jordan	99																																																																																						0
Bul Katho's Wedding Band	0			100	16	361	6001		2	ring,rar	"dvo,qty=1"						Bul Katho's Wedding Band	99																																																																																						0
Nature's Peace	0			100	16	361	6004		2	ring,rar	"dvo,qty=1"						Nature's Peace	99																																																																																						0
Constricting Loop	0			100	16	361	6005		2	ring,rar	"dvo,qty=1"						Constricting Ring	99																																																																																						0
Wisp Projector	0			100	16	361	6006		2	ring,rar	"dvo,qty=1"						Wisp	99																																																																																						0
Deaths Poise	0			100	16	361	6007		2	ring,rar	"dvo,qty=1"						Deaths Poise	99																																																																																						0
Call of the Brotherhood	0			100	16	361	6008		2	ring,rar	"dvo,qty=1"						Call of the Brotherhood	99																																																																																						0
																																																																																																								0
DIVINE ORB AMULETS ROLLING																																																																																																								0
																																																																																																								0
DIVINE ORB AMULET ROLLING - PHASE 1																																																																																																								0
Divine Orb + Magic Amulet roll	0	2		100	18	361	0		2	amu,mag	"dvo,qty=1"						useitem	99			corruptnum	100		6000	6021																					"dvo,qty=1"																																																										0
Divine Orb + Rare Amulet roll	0	2		100	18	361	0		2	amu,rar	"dvo,qty=1"						useitem	99			corruptnum	100		6000	6021																					"dvo,qty=1"																																																										0
																																																																																																								0
DIVINE ORB AMULETS OUTCOME - PHASE 2																																																																																																								0
The Rising Sun	0			100	16	361	6004		2	amu,mag	"dvo,qty=1"						The Rising Sun	99																																																																																						0
Highlord's Wrath	0			100	16	361	6009		2	amu,mag	"dvo,qty=1"						Highlord's Wrath	99																																																																																						0
Mara's Kaleidoscope	0			100	16	361	6014		2	amu,mag	"dvo,qty=1"						Mara's Kaleidoscope	99																																																																																						0
Seraph's Hymn	0			100	16	361	6017		2	amu,mag	"dvo,qty=1"						Seraph's Hymn	99																																																																																						0
Metalgrid	0			100	16	361	6019		2	amu,mag	"dvo,qty=1"						Metalgrid	99																																																																																						0
Defiance of Destiny	0			100	16	361	6020		2	amu,mag	"dvo,qty=1"						Defiance of Destiny	99																																																																																						0
Astramentis	0			100	16	361	6021		2	amu,mag	"dvo,qty=1"						Astramentis	99																																																																																						0
																																																																																																								0
The Rising Sun	0			100	16	361	6004		2	amu,rar	"dvo,qty=1"						The Rising Sun	99																																																																																						0
Highlord's Wrath	0			100	16	361	6009		2	amu,rar	"dvo,qty=1"						Highlord's Wrath	99																																																																																						0
Mara's Kaleidoscope	0			100	16	361	6014		2	amu,rar	"dvo,qty=1"						Mara's Kaleidoscope	99																																																																																						0
Seraph's Hymn	0			100	16	361	6017		2	amu,rar	"dvo,qty=1"						Seraph's Hymn	99																																																																																						0
Metalgrid	0			100	16	361	6019		2	amu,rar	"dvo,qty=1"						Metalgrid	99																																																																																						0
Defiance of Destiny	0			100	16	361	6020		2	amu,rar	"dvo,qty=1"						Defiance of Destiny	99																																																																																						0
Astramentis	0			100	16	361	6021		2	amu,rar	"dvo,qty=1"						Astramentis	99																																																																																						0
																																																																																																								0
EXALTED ORB																																																																																																								0
Convert normal quality armor to set piece	0			100	18	361	0		2	armo,nor	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert superior quality armor to set piece	0			100	18	361	0		2	armo,hiq	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert magic quality armor to set piece	0			100	18	361	0		2	armo,mag	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert rare quality armor to set piece	0			100	18	361	0		2	armo,rar	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert normal quality weapon to set piece	0			100	18	361	0		2	weap,nor	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert superior quality weapon to set piece	0			100	18	361	0		2	weap,hiq	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert magic quality weapon to set piece	0			100	18	361	0		2	weap,mag	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert rare quality weapon to set piece	0			100	18	361	0		2	weap,rar	"exo,qty=1"						usetype,set,noe	99			dye	100		2	2																																																																															0
Convert magic quality amulet to set piece	0			100	18	361	0		2	amul,mag	"exo,qty=1"						usetype,set	99			dye	100		2	2																																																																															0
Convert rare quality amulet to set piece	0			100	18	361	0		2	amul,rar	"exo,qty=1"						usetype,set	99			dye	100		2	2																																																																															0
Convert magic quality ring to set piece	0			100	18	361	0		2	ring,mag	"exo,qty=1"						usetype,set	99			dye	100		2	2																																																																															0
Convert rare quality ring to set piece	0			100	18	361	0		2	ring,rar	"exo,qty=1"						usetype,set	99			dye	100		2	2																																																																															0
																																																																																																								0
CAIN'S WISDOM																																																																																																								0
Small Charm + TES + CEH + BET + FED = Cain's Wisdom	1			100					5	"tes,qty=1"	"ceh,qty=1"	"bet,qty=1"	"fed,qty=1"	cm1			Cains	99																																																																																						0
																																																																																																								0
RUNE DOWNGRADING - non-stacked																																																																																																								0
r02 downgrade eld -> 3 el	1			100					2	"key,qty=1"	"r02,qty=1"						useitem																													"r01s,qty=1"																																																										0
r03 downgrade tir -> 3 eld	1			100					2	"key,qty=1"	"r03,qty=1"						useitem																													"r02s,qty=1"																																																										0
r04 downgrade nef -> 3 tir	1			100					2	"key,qty=1"	"r04,qty=1"						useitem																													"r03s,qty=1"																																																										0
r05 downgrade eth -> 3 nef	1			100					2	"key,qty=1"	"r05,qty=1"						useitem																													"r04s,qty=1"																																																										0
r06 downgrade ith ->3 eth	1			100					2	"key,qty=1"	"r06,qty=1"						useitem																													"r05s,qty=1"																																																										0
r07 downgrade tal -> 3 ith	1			100					2	"key,qty=1"	"r07,qty=1"						useitem																													"r06s,qty=1"																																																										0
r08 downgrade ral -> 3 tal	1			100					2	"key,qty=1"	"r08,qty=1"						useitem																													"r07s,qty=1"																																																										0
r09 downgrade ort -> 3 ral	1			100					2	"key,qty=1"	"r09,qty=1"						useitem																													"r08s,qty=1"																																																										0
r10 downgrade thul -> 3 ort	1			100					2	"key,qty=1"	"r10,qty=1"						useitem																													"r09s,qty=1"																																																										0
r11 downgrade amn -> 3 thul	1			100					2	"key,qty=1"	"r11,qty=1"						useitem																													"r10s,qty=1"																																																										0
r12 downgrade sol -> 3 amn	1			100					2	"key,qty=1"	"r12,qty=1"						useitem																													"r11s,qty=1"																																																										0
r13 downgrade shael -> 3 sol	1			100					2	"key,qty=1"	"r13,qty=1"						useitem																													"r12s,qty=1"																																																										0
r14 downgrade dol -> 3 shael	1			100					2	"key,qty=1"	"r14,qty=1"						useitem																													"r13s,qty=1"																																																										0
r15 downgrade hel -> 3 dol	1			100					2	"key,qty=1"	"r15,qty=1"						useitem																													"r14s,qty=1"																																																										0
r16 downgrade io -> 3 hel	1			100					2	"key,qty=1"	"r16,qty=1"						useitem																													"r15s,qty=1"																																																										0
r17 downgrade lum -> 3 io	1			100					2	"key,qty=1"	"r17,qty=1"						useitem																													"r16s,qty=1"																																																										0
r18 downgrade ko -> 3 lum	1			100					2	"key,qty=1"	"r18,qty=1"						useitem																													"r17s,qty=1"																																																										0
r19 downgrade fal -> 3 ko	1			100					2	"key,qty=1"	"r19,qty=1"						useitem																													"r18s,qty=1"																																																										0
r20 downgrade lem -> 3 fal	1			100					2	"key,qty=1"	"r20,qty=1"						useitem																													"r19s,qty=1"																																																										0
r21 downgrade pul -> 3 lem	1			100					2	"key,qty=1"	"r21,qty=1"						useitem																													"r20s,qty=1"																																																										0
r22 downgrade um -> 1 pul	1			100					2	"key,qty=1"	"r22,qty=1"						useitem																													r21																																																										0
r23 downgrade mal -> 1 um	1			100					2	"key,qty=1"	"r23,qty=1"						useitem																													r22																																																										0
r24 downgrade ist -> 1 mal	1			100					2	"key,qty=1"	"r24,qty=1"						useitem																													r23																																																										0
																																																																																																								0
RUNE DOWNGRADING - stacked																																																																																																								0
r02 downgrade eld -> 3 el	1			100					2	"key,qty=1"	"r02s,qty=1"						useitem																													"r01s,qty=1"																																																										0
r03 downgrade tir -> 3 eld	1			100					2	"key,qty=1"	"r03s,qty=1"						useitem																													"r02s,qty=1"																																																										0
r04 downgrade nef -> 3 tir	1			100					2	"key,qty=1"	"r04s,qty=1"						useitem																													"r03s,qty=1"																																																										0
r05 downgrade eth -> 3 nef	1			100					2	"key,qty=1"	"r05s,qty=1"						useitem																													"r04s,qty=1"																																																										0
r06 downgrade ith ->3 eth	1			100					2	"key,qty=1"	"r06s,qty=1"						useitem																													"r05s,qty=1"																																																										0
r07 downgrade tal -> 3 ith	1			100					2	"key,qty=1"	"r07s,qty=1"						useitem																													"r06s,qty=1"																																																										0
r08 downgrade ral -> 3 tal	1			100					2	"key,qty=1"	"r08s,qty=1"						useitem																													"r07s,qty=1"																																																										0
r09 downgrade ort -> 3 ral	1			100					2	"key,qty=1"	"r09s,qty=1"						useitem																													"r08s,qty=1"																																																										0
r10 downgrade thul -> 3 ort	1			100					2	"key,qty=1"	"r10s,qty=1"						useitem																													"r09s,qty=1"																																																										0
r11 downgrade amn -> 3 thul	1			100					2	"key,qty=1"	"r11s,qty=1"						useitem																													"r10s,qty=1"																																																										0
r12 downgrade sol -> 3 amn	1			100					2	"key,qty=1"	"r12s,qty=1"						useitem																													"r11s,qty=1"																																																										0
r13 downgrade shael -> 3 sol	1			100					2	"key,qty=1"	"r13s,qty=1"						useitem																													"r12s,qty=1"																																																										0
r14 downgrade dol -> 3 shael	1			100					2	"key,qty=1"	"r14s,qty=1"						useitem																													"r13s,qty=1"																																																										0
r15 downgrade hel -> 3 dol	1			100					2	"key,qty=1"	"r15s,qty=1"						useitem																													"r14s,qty=1"																																																										0
r16 downgrade io -> 3 hel	1			100					2	"key,qty=1"	"r16s,qty=1"						useitem																													"r15s,qty=1"																																																										0
r17 downgrade lum -> 3 io	1			100					2	"key,qty=1"	"r17s,qty=1"						useitem																													"r16s,qty=1"																																																										0
r18 downgrade ko -> 3 lum	1			100					2	"key,qty=1"	"r18s,qty=1"						useitem																													"r17s,qty=1"																																																										0
r19 downgrade fal -> 3 ko	1			100					2	"key,qty=1"	"r19s,qty=1"						useitem																													"r18s,qty=1"																																																										0
r20 downgrade lem -> 3 fal	1			100					2	"key,qty=1"	"r20s,qty=1"						useitem																													"r19s,qty=1"																																																										0
r21 downgrade pul -> 3 lem	1			100					2	"key,qty=1"	"r21s,qty=1"						useitem																													"r20s,qty=1"																																																										0
r22 downgrade um -> 1 pul	1			100					2	"key,qty=1"	"r22s,qty=1"						useitem																													"r21s,qty=1"																																																										0
r23 downgrade mal -> 1 um	1			100					2	"key,qty=1"	"r23s,qty=1"						useitem																													"r22s,qty=1"																																																										0
r24 downgrade ist -> 1 mal	1			100					2	"key,qty=1"	"r24s,qty=1"						useitem																													"r23s,qty=1"																																																										0
																																																																																																								0
RUNE DOWNGRADING (High Runes) - non stacked																																																																																																								0
r25 downgrade gul -> ist	1			100					2	"key,qty=1"	"r25,qty=1"						useitem																													r24																																																										0
r26 downgrade vex -> gul	1			100					2	"key,qty=1"	"r26,qty=1"						useitem																													r25																																																										0
r27 downgrade ohm -> vex	1			100					2	"key,qty=1"	"r27,qty=1"						useitem																													r26																																																										0
r28 downgrade lo -> ohm	1			100					2	"key,qty=1"	"r28,qty=1"						useitem																													r27																																																										0
r29 downgrade sur -> lo	1			100					2	"key,qty=1"	"r29,qty=1"						useitem																													r28																																																										0
r30 downgrade ber -> sur	1			100					2	"key,qty=1"	"r30,qty=1"						useitem																													r29																																																										0
r31 downgrade jah -> ber	1			100					2	ncoi,qty=1	"r31,qty=1"						r30																																																																																							0
r32 downgrade cham -> jah	1			100					2	ncoi,qty=1	"r32,qty=1"						r31																																																																																							0
r33 downgrade zod -> cham	1			100					2	ncoi,qty=1	"r33,qty=1"						r32																																																																																							0
																																																																																																								0
RUNE DOWNGRADING (High Runes) -  stacked																																																																																																								0
r25 downgrade gul -> ist	1			100					2	"key,qty=1"	"r25s,qty=1"						useitem																													"r24s,qty=1"																																																										0
r26 downgrade vex -> gul	1			100					2	"key,qty=1"	"r26s,qty=1"						useitem																													"r25s,qty=1"																																																										0
r27 downgrade ohm -> vex	1			100					2	"key,qty=1"	"r27s,qty=1"						useitem																													"r26s,qty=1"																																																										0
r28 downgrade lo -> ohm	1			100					2	"key,qty=1"	"r28s,qty=1"						useitem																													"r27s,qty=1"																																																										0
r29 downgrade sur -> lo	1			100					2	"key,qty=1"	"r29s,qty=1"						useitem																													"r28s,qty=1"																																																										0
r30 downgrade ber -> sur	1			100					2	"key,qty=1"	"r30s,qty=1"						useitem																													"r29s,qty=1"																																																										0
r31 downgrade jah -> ber	1			100					2	ncoi,qty=1	"r31s,qty=1"						"r30s,qty=1"																																																																																							0
r32 downgrade cham -> jah	1			100					2	ncoi,qty=1	"r32s,qty=1"						"r31s,qty=1"																																																																																							0
r33 downgrade zod -> cham	1			100					2	ncoi,qty=1	"r33s,qty=1"						"r32s,qty=1"																																																																																							0
																																																																																																								0
EXCHANGES																																																																																																								0
2x LPP + Coin = Larzuk's Puzzle Box	0			100					2	lpp,qty=2	ncoi,qty=1						lbox																																																																																							0
																																																																																																								0
Divine Orb + Coin = 2x Mythic Orb	0			100					2	divo,qty=1	ncoi,qty=1						mfo,qty=2																																																																																							0
2x Divine Orb + Coin = 4x Mythic Orb	0			100					2	divo,qty=2	ncoi,qty=1						mfo,qty=4																																																																																							0
3x Divine Orb + Coin = 6x Mythic Orb	0			100					2	divo,qty=3	ncoi,qty=1						mfo,qty=6																																																																																							0
4x Divine Orb + Coin = 8x Mythic Orb	0			100					2	divo,qty=4	ncoi,qty=1						mfo,qty=8																																																																																							0
5x Divine Orb + Coin = 10x Mythic Orb	0			100					2	divo,qty=5	ncoi,qty=1						mfo,qty=10																																																																																							0
6x Divine Orb + Coin = 12x Mythic Orb	0			100					2	divo,qty=6	ncoi,qty=1						mfo,qty=12																																																																																							0
7x Divine Orb + Coin = 14x Mythic Orb	0			100					2	divo,qty=7	ncoi,qty=1						mfo,qty=14																																																																																							0
8x Divine Orb + Coin = 16x Mythic Orb	0			100					2	divo,qty=8	ncoi,qty=1						mfo,qty=16																																																																																							0
9x Divine Orb + Coin = 18x Mythic Orb	0			100					2	divo,qty=9	ncoi,qty=1						mfo,qty=18																																																																																							0
10x Divine Orb + Coin = 20x Mythic Orb	0			100					2	divo,qty=10	ncoi,qty=1						mfo,qty=20																																																																																							0
11x Divine Orb + Coin = 22x Mythic Orb	0			100					2	divo,qty=11	ncoi,qty=1						mfo,qty=22																																																																																							0
12x Divine Orb + Coin = 24x Mythic Orb	0			100					2	divo,qty=12	ncoi,qty=1						mfo,qty=24																																																																																							0
13x Divine Orb + Coin = 26x Mythic Orb	0			100					2	divo,qty=13	ncoi,qty=1						mfo,qty=26																																																																																							0
14x Divine Orb + Coin = 28x Mythic Orb	0			100					2	divo,qty=14	ncoi,qty=1						mfo,qty=28																																																																																							0
15x Divine Orb + Coin = 30x Mythic Orb	0			100					2	divo,qty=15	ncoi,qty=1						mfo,qty=30																																																																																							0
16x Divine Orb + Coin = 32x Mythic Orb	0			100					2	divo,qty=16	ncoi,qty=1						mfo,qty=32																																																																																							0
17x Divine Orb + Coin = 34x Mythic Orb	0			100					2	divo,qty=17	ncoi,qty=1						mfo,qty=34																																																																																							0
18x Divine Orb + Coin = 36x Mythic Orb	0			100					2	divo,qty=18	ncoi,qty=1						mfo,qty=36																																																																																							0
19x Divine Orb + Coin = 38x Mythic Orb	0			100					2	divo,qty=19	ncoi,qty=1						mfo,qty=38																																																																																							0
20x Divine Orb + Coin = 40x Mythic Orb	0			100					2	divo,qty=20	ncoi,qty=1						mfo,qty=40																																																																																							0
21x Divine Orb + Coin = 42x Mythic Orb	0			100					2	divo,qty=21	ncoi,qty=1						mfo,qty=42																																																																																							0
22x Divine Orb + Coin = 44x Mythic Orb	0			100					2	divo,qty=22	ncoi,qty=1						mfo,qty=44																																																																																							0
23x Divine Orb + Coin = 46x Mythic Orb	0			100					2	divo,qty=23	ncoi,qty=1						mfo,qty=46																																																																																							0
24x Divine Orb + Coin = 48x Mythic Orb	0			100					2	divo,qty=24	ncoi,qty=1						mfo,qty=48																																																																																							0
25x Divine Orb + Coin = 50x Mythic Orb	0			100					2	divo,qty=25	ncoi,qty=1						mfo,qty=50																																																																																							0
																																																																																																								0
48x Exalted Orb + 16x Coin = 16x Mythic Orb	0			100					2	exo,qty=48	ncoi,qty=16						mfo,qty=16																																																																																							0
45x Exalted Orb + 15x Coin = 15x Mythic Orb	0			100					2	exo,qty=45	ncoi,qty=15						mfo,qty=15																																																																																							0
42x Exalted Orb + 14x Coin = 14x Mythic Orb	0			100					2	exo,qty=42	ncoi,qty=14						mfo,qty=14																																																																																							0
39x Exalted Orb + 13x Coin =13x Mythic Orb	0			100					2	exo,qty=39	ncoi,qty=13						mfo,qty=13																																																																																							0
36x Exalted Orb + 12xCoin = 12x Mythic Orb	0			100					2	exo,qty=36	ncoi,qty=12						mfo,qty=12																																																																																							0
33x Exalted Orb + 11x Coin = 11x Mythic Orb	0			100					2	exo,qty=33	ncoi,qty=11						mfo,qty=11																																																																																							0
30x Exalted Orb + 10x Coin = 10x Mythic Orb	0			100					2	exo,qty=30	ncoi,qty=10						mfo,qty=10																																																																																							0
27x Exalted Orb + 9x Coin = 9x Mythic Orb	0			100					2	exo,qty=27	ncoi,qty=9						mfo,qty=9																																																																																							0
24x Exalted Orb + 8x Coin = 8x Mythic Orb	0			100					2	exo,qty=24	ncoi,qty=8						mfo,qty=8																																																																																							0
21x Exalted Orb + 7x Coin = 7x Mythic Orb	0			100					2	exo,qty=21	ncoi,qty=7						mfo,qty=7																																																																																							0
18x Exalted Orb + 6x Coin = 6x Mythic Orb	0			100					2	exo,qty=18	ncoi,qty=6						mfo,qty=6																																																																																							0
15x Exalted Orb + 5x Coin = 5x Mythic Orb	0			100					2	exo,qty=15	ncoi,qty=5						mfo,qty=5																																																																																							0
12x Exalted Orb + 4x Coin = 4x Mythic Orb	0			100					2	exo,qty=12	ncoi,qty=4						mfo,qty=4																																																																																							0
9x Exalted Orb + 3x Coin = 3x Mythic Orb	0			100					2	exo,qty=9	ncoi,qty=3						mfo,qty=3																																																																																							0
6x Exalted Orb + 2x Coin = 2x Mythic Orb	0			100					2	exo,qty=6	ncoi,qty=2						mfo,qty=2																																																																																							0
3x Exalted Orb + Coin = Mythic Orb	0			100					2	exo,qty=3	ncoi,qty=1						mfo,qty=1																																																																																							0
																																																																																																								0
																																																																																																								0
DEMONIC CUBE ADDITIONAL RECIPES																																																																																																								0
Reroll type of set ring	0			100	18	361	0		3	ring,set	ncoi,qty=1	imrn,qty=1					usetype,set	99																																																																																						0
Reroll type of set amulet	0			100	18	361	0		3	amul,set	ncoi,qty=1	imrn,qty=1					usetype,set	99																																																																																						0
Reroll type of Regular Unique Jewel	0			100					3	jew,uni	ncoi,qty=1	imrn,qty=1					jew,uni			100																																																																																				0
Reroll type of Mythic Unique Jewel	0			100					3	mjw,uni	ncoi,qty=1	imrn,qty=5					mjw,uni			100																																																																																				0
Reroll type of Unique Ornate charm	0			100					3	cm4,uni	ncoi,qty=1	imrn,qty=5					cm4,uni			100																																																																																				0
																																																																																																								0
ETERNAL COIN RECIPES																																																																																																								0
Double Rathma key	0			100					2	rtma	ncoi,qty=1						rtma																													rtma																																																										0
Double Diablo Clone key	0			100					2	dcma	ncoi,qty=1						dcma																													dcma																																																										0
Double Uber Tristram key	0			100					2	ubtm	ncoi,qty=1						ubtm																													ubtm																																																										0
Double Lucion key	0			100					2	luca	ncoi,qty=1						luca																													luca																																																										0
																																																																																																								0
ORB OF EXTRACTION UNSOCKET RECIPES																																																																																																								0
Remove socket contents 2H	1			100					2	"2han"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Bow	1			100					2	"bow"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Xbow	1			100					2	"xbow"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Weapon	1			100					2	"weap"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Helmet	1			100					2	"helm"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Torso	1			100					2	"tors"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Shield	1			100					2	"shld"	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Amulet	1			100					2	amul	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Belt	1			100					2	belt	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents Boots	1			100					2	boot	ooe,qty=1						useitem,rem			100																																																																																				0
Remove socket contents from quivers	1			100					2	misl	ooe,qty=1						useitem,rem			100																																																																																				0
																																																																																																								0
UNIQUE MIRRORING RECIPES																																																																																																								0
Mirror unique non-corrupted armor	1			100	18	361	0		2	armo,uni	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror unique non-corrupted weapon	1			100	18	361	0		2	weap,uni	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror unique non-corrupted ring	1			100	18	361	0		2	ring,uni	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror unique non-corrupted amulet	1			100	18	361	0		2	amul,uni	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
																																																																																																								0
SET MIRRORING RECIPES																																																																																																								0
Mirror set non-corrupted armor	1			100	18	361	0		2	armo,set	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror set non-corrupted weapon	1			100	18	361	0		2	weap,set	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror set non-corrupted ring	1			100	18	361	0		2	ring,set	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror set non-corrupted amulet	1			100	18	361	0		2	amul,set	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
																																																																																																								0
JEWEL MIRROR RECIPES																																																																																																								0
Mirror Unique Jewel	1								2	jew,uni	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror magic jewel	1								2	jew,mag	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror rare jewel	1								2	jew,rar	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror unique mythic jewel	1								2	mjw,uni	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror magic mythic  jewel	1								2	mjw,mag	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
Mirror rare mythic  jewel	1								2	mjw,rar	llmr						useitem				dye	100		4	4	mirrored	100		1	1																useitem																																																										0
																																																																																																								0
GHEED'S CURIOUS BOX - PHASE 1 - ROLL																																																																																																								0
