description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
rare full helm + jewel + rune 06 + perfect sapphire -> eth hitpower helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	att			100	200	ethereal	100		1	1																																																																0
rare chain boots + jewel + rune 08 + perfect sapphire -> hitpower boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r08g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	ac-hth			60	120																																																																					0
rare chain boots + jewel + rune 08 + perfect sapphire -> eth hitpower boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r08g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	ac-hth			60	120	ethereal	100		1	1																																																																0
rare chain gloves + jewel + rune 09 + perfect sapphire -> hitpower gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1																																																																					0
rare chain gloves + jewel + rune 09 + perfect sapphire -> hitpower gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1	ethereal	100		1	1																																																																0
rare heavy belt + jewel + rune 07 + perfect sapphire -> hitpower belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	dmg-to-mana			5	10																																																																					0
rare heavy belt + jewel + rune 07 + perfect sapphire -> hitpower belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	dmg-to-mana			5	10	ethereal	100		1	1																																																																0
rare gothic shield + jewel + rune 05 + perfect sapphire -> hitpower shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20																																																																					0
rare gothic shield + jewel + rune 05 + perfect sapphire -> hitpower shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20	ethereal	100		1	1																																																																0
rare quiver + jewel + rune 05 + perfect sapphire -> hitpower quiver	1			100					4	"misl,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1																																																																					0
rare field plate + jewel + rune 04 + perfect sapphire -> hitpower body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			30	40																																																																					0
rare field plate + jewel + rune 04 + perfect sapphire -> hitpower body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			30	40	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 10 + perfect sapphire -> hitpower amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r10g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	att			150	250	balance1			10	20																																																																					0
rare ring + jewel + rune 11 + perfect sapphire -> hitpower ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r11g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	dmg-max			2	4	dex			5	10																																																																					0
rare blunt + jewel + rune 03 + perfect sapphire -> hitpower weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80																																																																					0
rare blunt + jewel + rune 03 + perfect sapphire -> hitpower weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
rare full helm + hitpower craft ingredient -> hitpower helm	1			200					2	"helm,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	att			100	200																																																																					0
rare full helm + hitpower craft ingredient -> eth hitpower helm	1			200					2	"helm,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	att			100	200	ethereal	100		1	1																																																																0
rare chain boots + hitpower craft ingredient -> hitpower boots	1			100					2	"boot,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	ac-hth			60	120																																																																					0
rare chain boots + hitpower craft ingredient -> eth hitpower boots	1			100					2	"boot,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	ac-hth			60	120	ethereal	100		1	1																																																																0
rare chain gloves + hitpower craft ingredient -> hitpower gloves	1			100					2	"glov,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1																																																																					0
rare chain gloves + hitpower craft ingredient -> hitpower gloves	1			100					2	"glov,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1	ethereal	100		1	1																																																																0
rare heavy belt + hitpower craft ingredient -> hitpower belt	1			100					2	"belt,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	dmg-to-mana			5	10																																																																					0
rare heavy belt + hitpower craft ingredient -> hitpower belt	1			100					2	"belt,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	dmg-to-mana			5	10	ethereal	100		1	1																																																																0
rare gothic shield + hitpower craft ingredient -> hitpower shield	1			100					2	"shld,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20																																																																					0
rare gothic shield + hitpower craft ingredient -> hitpower shield	1			100					2	"shld,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20	ethereal	100		1	1																																																																0
rare quiver + hitpower craft ingredient -> hitpower quiver	1			100					2	"misl,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1																																																																					0
rare field plate + hitpower craft ingredient -> hitpower body	1			100					2	"tors,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			30	40																																																																					0
rare field plate + hitpower craft ingredient -> hitpower body	1			100					2	"tors,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			30	40	ethereal	100		1	1																																																																0
rare amulet + hitpower craft ingredient -> hitpower amulet	1			100					2	"amul,rar"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	att			150	250	balance1			10	20																																																																					0
rare ring + hitpower craft ingredient -> hitpower ring	1			100					2	"ring,rar"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	dmg-max			2	4	dex			5	10																																																																					0
rare blunt + hitpower craft ingredient -> hitpower weapon	1			100					2	"weap,rar,noe"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80																																																																					0
rare blunt + hitpower craft ingredient -> hitpower weapon	1			100					2	"weap,rar,eth"	"crfh,qty=1"						"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
magic helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	"helm,mag,noe"	"jewg,qty=1"	"r08g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
magic helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	"helm,mag,eth"	"jewg,qty=1"	"r08g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
magic light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	"boot,mag,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30																																																																					0
magic light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	"boot,mag,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1																																																																0
magic heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	"glov,mag,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
magic heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	"glov,mag,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1																																																																0
magic belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	"belt,mag,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20																																																																					0
magic belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	"belt,mag,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1																																																																0
magic spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	"shld,mag,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20																																																																					0
magic spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	"shld,mag,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1																																																																0
magic quiver + jewel + rune 06 + perfect ruby -> blood quiver	1			100					4	"misl,mag,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
magic plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	"tors,mag,noe"	"jewg,qty=1"	"r10g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6																																																																					0
magic plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	"tors,mag,eth"	"jewg,qty=1"	"r10g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1																																																																0
magic amulet + jewel + rune 11 + perfect ruby -> blood amulet	1			100					4	"amul,mag"	"jewg,qty=1"	"r11g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	heal-kill			3	6	hp			10	20	move1			10	10																																																																					0
magic ring + jewel + rune 12 + perfect ruby -> blood ring	1			100					4	"ring,mag"	"jewg,qty=1"	"r12g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			1	3	hp			10	20	str			5	10																																																																					0
magic axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	"weap,mag,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80																																																																					0
magic axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	"weap,mag,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
magic helm + blood craft ingredient -> blood helm	1			200					2	"helm,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
magic helm + blood craft ingredient -> blood helm	1			200					2	"helm,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
magic light plated boots + blood craft ingredient -> blood boots	1			100					2	"boot,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30																																																																					0
magic light plated boots + blood craft ingredient -> blood boots	1			100					2	"boot,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1																																																																0
magic heavy gloves + blood craft ingredient -> blood gloves	1			100					2	"glov,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
magic heavy gloves + blood craft ingredient -> blood gloves	1			100					2	"glov,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1																																																																0
magic belt + blood craft ingredient -> blood belt	1			100					2	"belt,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20																																																																					0
magic belt + blood craft ingredient -> blood belt	1			100					2	"belt,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1																																																																0
magic spiked shield + blood craft ingredient -> blood shield	1			100					2	"shld,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20																																																																					0
magic spiked shield + blood craft ingredient -> blood shield	1			100					2	"shld,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1																																																																0
magic quiver + blood craft ingredient -> blood quiver	1			100					2	"misl,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
magic plate mail + blood craft ingredient -> blood body	1			100					2	"tors,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6																																																																					0
magic plate mail + blood craft ingredient -> blood body	1			100					2	"tors,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1																																																																0
magic amulet + blood craft ingredient -> blood amulet	1			100					2	"amul,mag"	"crfb,qty=1"						"usetype,crf"		50	50	heal-kill			3	6	hp			10	20	move1			10	10																																																																					0
magic ring + blood craft ingredient -> blood ring	1			100					2	"ring,mag"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			1	3	hp			10	20	str			5	10																																																																					0
magic axe + blood craft ingredient -> blood weapon	1			100					2	"weap,mag,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80																																																																					0
magic axe + blood craft ingredient -> blood weapon	1			100					2	"weap,mag,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
rare helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r08g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
rare helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r08g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
rare light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30																																																																					0
rare light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1																																																																0
rare heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
rare heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1																																																																0
rare belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20																																																																					0
rare belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1																																																																0
rare spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20																																																																					0
rare spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1																																																																0
rare quiver + jewel + rune 06 + perfect ruby -> blood quiver	1			100					4	"misl,rar,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
rare plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r10g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6																																																																					0
rare plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r10g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 11 + perfect ruby -> blood amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r11g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	heal-kill			3	6	hp			10	20	move1			10	10																																																																					0
rare ring + jewel + rune 12 + perfect ruby -> blood ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r12g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			1	3	hp			10	20	str			5	10																																																																					0
rare axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80																																																																					0
rare axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
rare helm + blood craft ingredient -> blood helm	1			200					2	"helm,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
rare helm + blood craft ingredient -> blood helm	1			200					2	"helm,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
rare light plated boots + blood craft ingredient -> blood boots	1			100					2	"boot,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30																																																																					0
rare light plated boots + blood craft ingredient -> blood boots	1			100					2	"boot,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1																																																																0
rare heavy gloves + blood craft ingredient -> blood gloves	1			100					2	"glov,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
rare heavy gloves + blood craft ingredient -> blood gloves	1			100					2	"glov,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1																																																																0
rare belt + blood craft ingredient -> blood belt	1			100					2	"belt,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20																																																																					0
rare belt + blood craft ingredient -> blood belt	1			100					2	"belt,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1																																																																0
rare spiked shield + blood craft ingredient -> blood shield	1			100					2	"shld,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20																																																																					0
rare spiked shield + blood craft ingredient -> blood shield	1			100					2	"shld,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1																																																																0
rare quiver + blood craft ingredient -> blood quiver	1			100					2	"misl,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
rare plate mail + blood craft ingredient -> blood body	1			100					2	"tors,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6																																																																					0
rare plate mail + blood craft ingredient -> blood body	1			100					2	"tors,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1																																																																0
rare amulet + blood craft ingredient -> blood amulet	1			100					2	"amul,rar"	"crfb,qty=1"						"usetype,crf"		50	50	heal-kill			3	6	hp			10	20	move1			10	10																																																																					0
rare ring + blood craft ingredient -> blood ring	1			100					2	"ring,rar"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			1	3	hp			10	20	str			5	10																																																																					0
rare axe + blood craft ingredient -> blood weapon	1			100					2	"weap,rar,noe"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80																																																																					0
rare axe + blood craft ingredient -> blood weapon	1			100					2	"weap,rar,eth"	"crfb,qty=1"						"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
magic mask + jewel + rune 04 + perfect amethyst -> caster helm	1			200					4	"helm,mag,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	regen-mana			4	10																																																																					0
magic mask + jewel + rune 04 + perfect amethyst -> caster helm	1			200					4	"helm,mag,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	regen-mana			4	10	ethereal	100		1	1																																																																0
magic boots + jewel + rune 10 + perfect amethyst -> caster boots	1			100					4	"boot,mag,noe"	"jewg,qty=1"	"r10g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	mana%			10	15																																																																					0
magic boots + jewel + rune 10 + perfect amethyst -> caster boots	1			100					4	"boot,mag,eth"	"jewg,qty=1"	"r10g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	mana%			10	15	ethereal	100		1	1																																																																0
magic leather gloves + jewel + rune 09 + perfect amethyst -> caster gloves	1			100					4	"glov,mag,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	mana-kill			1	3																																																																					0
magic leather gloves + jewel + rune 09 + perfect amethyst -> caster gloves	1			100					4	"glov,mag,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	mana-kill			1	3	ethereal	100		1	1																																																																0
magic light belt + jewel + rune 06 + perfect amethyst -> caster belt	1			100					4	"belt,mag,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	cast1			10	10																																																																					0
magic light belt + jewel + rune 06 + perfect amethyst -> caster belt	1			100					4	"belt,mag,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
magic small shield + jewel + rune 05 + perfect amethyst -> caster shield	1			100					4	"shld,mag,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			20	30	block			10	20																																																																					0
magic small shield + jewel + rune 05 + perfect amethyst -> caster shield	1			100					4	"shld,mag,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			20	30	block			10	20	ethereal	100		1	1																																																																0
magic quiver + jewel + rune 05 + perfect amethyst -> caster quiver	1			100					4	"misl,mag,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			10	20	mana-kill			2	4																																																																					0
magic light plate + jewel + rune 07 + perfect amethyst -> caster body	1			100					4	"tors,mag,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast1			5	10	mana			20	30	mana-kill			3	6																																																																					0
